"0.938353","6","1","1","122","0","0","0","0","0","0","0","0","1"
"0.940320","6","0","1","114","0","1","0","0","0","0","0","0","1"
"0.957456","6","0","1","1558","1448","1","0","0","0","0","0","0","1"
"0.957575","6","0","1","1558","1448","1449","0","0","0","0","0","0","1"
"0.957650","6","0","1","1406","1292","2897","0","0","0","0","0","0","1"
"0.959513","6","0","1","1558","1448","4189","0","0","0","0","0","0","1"
"0.959699","6","0","1","1558","1448","5637","0","0","0","0","0","0","1"
"0.959783","6","0","1","1222","1108","7085","0","0","0","0","0","0","1"
"0.969230","6","0","1","1558","1448","8193","0","0","0","0","0","0","1"
"0.969389","6","0","1","1558","1448","9641","0","0","0","0","0","0","1"
"0.969461","6","0","1","1558","1448","11089","0","0","0","0","0","0","1"
"0.969537","6","0","1","1562","1448","12537","0","0","0","0","0","0","1"
"0.969663","6","0","1","1558","1448","13985","0","0","0","0","0","0","1"
"0.969742","6","0","1","1066","952","15433","0","0","0","0","0","0","1"
"0.970448","6","0","1","1558","1448","16385","0","0","0","0","0","0","1"
"0.970531","6","0","1","1562","1448","17833","0","0","0","0","0","0","1"
"0.972546","6","0","1","1558","1448","19281","0","0","0","0","0","0","1"
"0.972684","6","0","1","1558","1448","20729","0","0","0","0","0","0","1"
"0.972761","6","0","1","1562","1448","22177","0","0","0","0","0","0","1"
"0.972888","6","0","1","1070","952","23625","0","0","0","0","0","0","1"
"0.973025","6","0","1","1066","952","23625","0","0","0","0","0","1","1"
"0.973429","6","0","1","1558","1448","24577","0","0","0","0","0","0","1"
"0.973548","6","0","1","1562","1448","26025","0","0","0","0","0","0","1"
"0.973737","6","0","1","1558","1448","27473","0","0","0","0","0","0","1"
"0.973814","6","0","1","1562","1448","28921","0","0","0","0","0","0","1"
"0.974007","6","0","1","1562","1448","30369","0","0","0","0","0","0","1"
"0.974438","6","0","1","1562","1448","31817","0","0","0","0","0","0","1"
"0.986146","6","0","1","1566","1448","40505","0","0","0","0","1","0","1"
"0.987077","6","0","1","1562","1448","33265","0","0","1","0","0","0","1"
"0.990191","6","0","1","1558","1448","33265","0","0","0","0","0","1","1"
"0.990305","6","0","1","1558","1448","34713","0","0","0","0","0","1","1"
"0.990429","6","0","1","1558","1448","36161","0","0","0","0","0","1","1"
"0.990505","6","0","1","1558","1448","37609","0","0","0","0","0","1","1"
"0.990621","6","0","1","1558","1448","39057","0","0","0","0","0","1","1"
"0.990744","6","0","1","1562","1448","40505","0","0","0","0","0","1","1"
"0.994081","6","0","1","1562","1448","41953","0","0","0","0","0","0","1"
"0.995018","6","0","1","1558","1448","41953","0","0","0","0","0","1","1"
"0.995110","6","0","1","1558","1448","43401","0","0","0","0","0","0","1"
"0.995243","6","0","1","1558","1448","44849","0","0","0","0","0","0","1"
"0.995320","6","0","1","1562","1448","46297","0","0","0","0","0","0","1"
"0.999323","6","0","1","1562","1448","47745","0","0","0","0","0","0","1"
"1.002306","6","0","1","1562","1448","49193","0","0","0","0","0","0","1"
"1.006824","6","0","1","1558","1448","50641","0","0","0","0","0","0","1"
"1.006941","6","0","1","1562","1448","52089","0","0","0","0","0","0","1"
"1.007181","6","0","1","1558","1448","53537","0","0","0","0","0","0","1"
"1.007262","6","0","1","1562","1448","54985","0","0","0","0","0","0","1"
"1.009155","6","0","1","1026","912","56433","0","0","0","0","0","0","1"
"1.010025","6","0","1","1558","1448","57345","0","0","0","0","0","0","1"
"1.010142","6","0","1","1558","1448","58793","0","0","0","0","0","0","1"
"1.010219","6","0","1","1558","1448","60241","0","0","0","0","0","0","1"
"1.010334","6","0","1","1562","1448","61689","0","0","0","0","0","0","1"
"1.010533","6","0","1","1562","1448","63137","0","0","0","0","0","0","1"
"1.010744","6","0","1","1066","952","64585","0","0","0","0","0","0","1"
"1.012114","6","0","1","1558","1448","65537","0","0","0","0","0","0","1"
"1.012195","6","0","1","1558","1448","66985","0","0","0","0","0","0","1"
"1.012272","6","0","1","1558","1448","68433","0","0","0","0","0","0","1"
"1.012396","6","0","1","1562","1448","69881","0","0","0","0","0","0","1"
"1.012471","6","0","1","1562","1448","71329","0","0","0","0","0","0","1"
"1.012600","6","0","1","1066","952","72777","0","0","0","0","0","0","1"
"1.013666","6","0","1","1558","1448","73729","0","0","0","0","0","0","1"
"1.013808","6","0","1","1558","1448","75177","0","0","0","0","0","0","1"
"1.013883","6","0","1","1558","1448","76625","0","0","0","0","0","0","1"
"1.013958","6","0","1","1562","1448","78073","0","0","0","0","0","0","1"
"1.014083","6","0","1","1562","1448","79521","0","0","0","0","0","0","1"
"1.015659","6","0","1","1066","952","80969","0","0","0","0","0","0","1"
"1.017481","6","0","1","1558","1448","81921","0","0","0","0","0","0","1"
"1.017634","6","0","1","1558","1448","83369","0","0","0","0","0","0","1"
"1.017807","6","0","1","1558","1448","84817","0","0","0","0","0","0","1"
"1.017930","6","0","1","1562","1448","86265","0","0","0","0","0","0","1"
"1.018007","6","0","1","1558","1448","87713","0","0","0","0","0","0","1"
"1.018083","6","0","1","1066","952","89161","0","0","0","0","0","0","1"
"1.020108","6","0","1","336","222","90113","0","0","0","0","0","0","1"
"1.022369","6","0","1","114","0","90335","0","0","0","0","0","0","1"
"1.024215","6","0","1","114","0","90336","0","0","0","0","0","0","1"
"1.755872","6","1","1","118","0","0","0","0","0","0","0","0","1"
"1.756974","6","1","1","122","0","0","0","0","1","0","0","0","1"
"1.758123","6","1","1","122","0","0","0","0","0","0","0","0","1"
"1.758790","6","1","1","118","0","0","0","0","1","0","0","0","1"
"1.760919","6","0","1","110","0","1","0","0","0","0","0","0","1"
"1.761044","6","0","1","386","272","1","0","0","0","0","0","0","1"
"1.766973","6","0","1","114","0","1","0","0","0","0","0","0","1"
"1.767585","6","0","1","110","0","1","0","0","0","1","0","0","1"
"1.799523","6","0","1","267","149","1","0","0","0","0","0","0","1"
"1.800021","6","0","1","259","149","1","0","0","0","0","0","0","1"
"1.800404","6","0","1","114","0","150","0","0","0","0","0","0","1"
"1.801228","6","0","1","267","149","1","0","0","1","0","0","0","1"
"1.801308","6","0","1","110","0","150","0","0","1","0","0","0","1"
"1.803373","6","0","1","110","0","273","0","0","0","0","0","0","1"
"1.803450","6","0","1","114","0","273","0","0","0","0","0","0","1"
"1.803915","6","1","1","118","0","0","0","0","0","0","0","0","1"
"1.995543","6","1","1","118","0","0","0","0","0","0","0","0","1"
"1.997157","6","0","1","110","0","1","0","0","0","0","0","0","1"
"1.997383","250","0","0","227","0","-1","0","0","0","0","0","0","1"
"2.083448","6","0","1","110","0","1","0","0","0","0","0","0","1"
"2.086717","250","0","0","1558","0","-1","0","0","0","0","0","0","1"
"2.086886","6","0","1","1566","1448","1449","0","0","0","0","0","0","1"
"2.087037","6","0","1","1558","1448","2897","0","0","0","0","0","0","1"
"2.087187","250","0","0","1023","0","-1","0","0","0","0","0","0","1"
"2.092197","250","0","0","450","0","-1","0","0","0","0","0","0","1"
"2.180117","250","0","0","185","0","-1","0","0","0","0","0","0","1"
"2.188575","250","0","0","472","0","-1","0","0","0","0","0","0","1"
"2.310219","250","0","0","424","0","-1","0","0","0","0","0","0","1"
"2.316042","250","0","0","155","0","-1","0","0","0","0","0","0","1"
"2.316128","6","0","1","118","0","857","0","0","0","0","0","0","1"
"2.316203","6","1","1","118","0","0","0","0","0","0","0","0","1"
"2.316576","6","1","1","122","0","0","0","0","1","0","0","0","1"
"2.320342","6","1","1","122","0","0","0","0","0","0","0","0","1"
"2.322088","6","1","1","118","0","0","0","0","1","0","0","0","1"
"2.324217","6","0","1","118","0","1","0","0","0","0","0","0","1"
"2.324336","6","0","1","382","272","1","0","0","0","0","0","0","1"
"2.324620","6","0","1","118","0","1","0","0","0","0","0","0","1"
"2.324694","6","0","1","382","272","1","0","0","0","0","0","1","1"
"2.324967","6","0","1","118","0","1","0","0","0","0","0","0","1"
"2.325039","6","0","1","382","272","1","0","0","0","0","0","1","1"
"2.328224","6","0","1","114","0","1","0","0","0","0","0","0","1"
"2.331114","6","0","1","110","0","1","0","0","0","1","0","0","1"
"2.791246","6","1","1","118","0","0","0","0","0","0","0","0","1"
"2.791796","6","1","1","118","0","0","0","0","1","0","0","0","1"
"2.792141","6","1","1","122","0","0","0","0","1","0","0","0","1"
"2.802996","6","1","1","122","0","0","0","0","0","0","0","0","1"
"2.806635","6","1","1","118","0","0","0","0","0","0","0","1","1"
"2.807706","6","0","1","430","320","1","0","0","0","0","0","0","1"
"2.808586","6","0","1","110","0","1","0","0","0","0","0","0","1"
"2.808706","6","1","1","118","0","0","0","0","0","0","0","0","1"
"2.808779","6","0","1","434","320","1","0","0","0","0","0","1","1"
"2.809223","6","1","1","118","0","0","0","0","0","0","0","0","1"
"2.810439","6","1","1","122","0","0","0","0","0","0","0","0","1"
"2.810635","6","0","1","114","0","1","0","0","0","0","0","0","1"
"2.811235","6","1","1","126","0","0","0","0","1","0","0","0","1"
"2.811318","6","0","1","110","0","1","0","0","0","1","0","0","1"
"2.813191","6","0","1","110","0","1","0","0","0","0","0","0","1"
"2.813267","6","0","1","290","176","1","0","0","0","0","0","0","1"
"2.815254","6","0","1","114","0","1","0","0","0","0","0","0","1"
"2.815656","6","0","1","110","0","1","0","0","0","1","0","0","1"
"2.903499","143","0","0","328","0","-1","0","0","0","0","0","0","1"
"2.985273","6","0","1","110","0","1","0","0","0","0","0","0","1"
"2.988995","143","0","0","1566","0","-1","0","0","0","0","0","0","1"
"2.989080","6","0","1","1566","1448","1449","0","0","0","0","0","0","1"
"2.989155","143","0","0","1566","0","-1","0","0","0","0","0","0","1"
"2.989229","143","0","0","193","0","-1","0","0","0","0","0","0","1"
"2.997686","6","0","1","110","0","1","0","0","0","0","0","0","1"
"2.998183","143","0","0","255","0","-1","0","0","0","0","0","0","1"
"3.000188","143","0","0","161","0","-1","0","0","0","0","0","0","1"
"3.010749","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.012120","6","0","1","346","248","1","0","0","0","0","0","0","1"
"3.014220","6","1","1","118","0","0","0","0","0","0","0","0","1"
"3.014749","6","1","1","118","0","0","0","0","1","0","0","0","1"
"3.044505","6","0","1","560","458","1","0","0","0","0","0","0","1"
"3.047449","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.065325","6","1","1","122","0","0","0","0","0","0","0","0","1"
"3.087929","143","0","0","161","0","-1","0","0","0","0","0","0","1"
"3.091654","143","0","0","530","0","-1","0","0","0","0","0","0","1"
"3.114090","6","0","1","98","0","249","0","0","0","0","0","0","1"
"3.115926","6","0","1","98","0","216","0","0","0","0","1","0","1"
"3.116806","6","1","1","110","0","0","0","0","0","0","0","0","1"
"3.136556","6","0","1","110","0","146","0","0","0","0","0","0","1"
"3.138306","143","0","0","508","0","-1","0","0","0","0","0","0","1"
"3.160626","6","1","1","114","0","0","0","0","0","0","0","0","1"
"3.161619","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.163621","6","0","1","170","68","1","0","0","0","0","0","0","1"
"3.198016","143","0","0","907","0","-1","0","0","0","0","0","0","1"
"3.218562","6","0","1","374","272","1","0","0","0","0","0","0","1"
"3.226331","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.232746","6","0","1","110","0","146","0","0","0","0","0","0","1"
"3.243510","6","0","1","110","0","547","0","0","0","0","0","0","1"
"3.259314","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.260108","143","0","0","710","0","-1","0","0","0","0","0","0","1"
"3.290739","6","0","1","1502","1400","69","0","0","0","0","0","0","1"
"3.291014","6","0","1","110","8","1469","0","0","0","0","0","0","1"
"3.291300","6","0","1","1506","1400","1477","0","0","0","0","0","0","1"
"3.291558","6","0","1","1502","1400","2877","0","0","0","0","0","0","1"
"3.291827","6","0","1","1502","1400","4277","0","0","0","0","0","0","1"
"3.292784","6","0","1","1502","1400","5677","0","0","0","0","0","0","1"
"3.293079","6","0","1","1502","1400","7077","0","0","0","0","0","0","1"
"3.293342","6","0","1","1502","1400","8477","0","0","0","0","0","0","1"
"3.293604","6","0","1","1502","1400","9877","0","0","0","0","0","0","1"
"3.293872","6","0","1","1506","1400","11277","0","0","0","0","0","0","1"
"3.303418","6","0","1","110","0","668","0","0","0","0","0","0","1"
"3.314901","6","0","1","110","0","177","0","0","0","0","0","0","1"
"3.315657","6","0","1","114","0","177","0","0","0","0","0","0","1"
"3.339594","6","0","1","102","0","459","0","0","0","0","0","0","1"
"3.364598","6","0","1","214","116","1","0","0","0","0","0","0","1"
"3.366394","6","0","1","98","0","241","0","0","0","0","1","0","1"
"3.374470","6","0","1","150","52","241","0","0","0","0","0","0","1"
"3.386007","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.386129","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.386572","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.386646","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.387058","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.387256","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.387402","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.387934","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.388080","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.388852","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.390212","6","0","1","1530","1424","117","0","0","0","0","0","0","1"
"3.390297","6","0","1","1530","1424","1541","0","0","0","0","0","0","1"
"3.390424","6","0","1","1522","1424","2965","0","0","0","0","0","0","1"
"3.390613","6","0","1","1530","1424","4389","0","0","0","0","0","0","1"
"3.390688","6","0","1","1530","1424","5813","0","0","0","0","0","0","1"
"3.390762","6","0","1","1522","1424","7237","0","0","0","0","0","0","1"
"3.391996","6","0","1","166","64","12677","0","0","0","0","0","0","1"
"3.392522","6","0","1","98","0","293","0","0","0","0","0","0","1"
"3.392711","6","0","1","1502","1400","12741","0","0","0","0","0","0","1"
"3.392984","6","0","1","1502","1400","14141","0","0","0","0","0","0","1"
"3.393395","6","0","1","1502","1400","15541","0","0","0","0","0","0","1"
"3.393715","6","0","1","1502","1400","16941","0","0","0","0","0","0","1"
"3.393981","6","0","1","1502","1400","18341","0","0","0","0","0","0","1"
"3.394251","6","0","1","1502","1400","19741","0","0","0","0","0","0","1"
"3.418842","6","0","1","1502","1400","21141","0","0","0","0","0","0","1"
"3.419321","6","0","1","1502","1400","22541","0","0","0","0","0","0","1"
"3.461394","143","0","0","387","0","-1","0","0","0","0","0","0","1"
"3.461515","143","0","0","163","0","-1","0","0","0","0","0","0","1"
"3.461588","6","0","1","163","53","278","0","0","0","0","0","1","1"
"3.461662","6","0","1","444","330","1","0","0","0","0","0","1","1"
"3.486731","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.487209","6","0","1","1502","1400","23941","0","0","0","0","0","0","1"
"3.488581","6","0","1","1278","1176","25341","0","0","0","0","0","0","1"
"3.489103","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.489178","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.489252","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.489324","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.489398","6","0","1","98","0","1","0","0","0","0","0","0","1"
"3.489471","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.513480","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.514251","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.578681","6","0","1","1418","1312","8661","0","0","0","0","0","0","1"
"3.578818","6","0","1","106","0","9973","0","0","0","0","0","0","1"
"3.578906","6","0","1","1530","1424","9973","0","0","0","0","0","0","1"
"3.579045","6","0","1","1530","1424","11397","0","0","0","0","0","0","1"
"3.579327","6","0","1","1530","1424","12821","0","0","0","0","0","0","1"
"3.579485","6","0","1","1530","1424","14245","0","0","0","0","0","0","1"
"3.579622","6","0","1","1530","1424","15669","0","0","0","0","0","0","1"
"3.579711","6","0","1","1530","1424","17093","0","0","0","0","0","0","1"
"3.579798","6","0","1","1530","1424","18517","0","0","0","0","0","0","1"
"3.579881","6","0","1","1530","1424","19941","0","0","0","0","0","0","1"
"3.579983","6","0","1","1522","1424","21365","0","0","0","0","0","0","1"
"3.582430","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.583583","6","0","1","102","0","1","0","0","0","0","0","0","1"
"3.586851","6","0","1","1386","1280","26517","0","0","0","0","0","0","1"
"3.623960","6","0","1","98","0","293","0","0","0","0","0","0","1"
"3.624474","6","0","1","1530","1424","22789","0","0","0","0","0","0","1"
"3.624560","6","0","1","1522","1424","24213","0","0","0","0","0","0","1"
"3.626275","6","0","1","98","0","293","0","0","0","0","0","0","1"
"3.652508","6","0","1","110","0","1","0","0","0","0","0","0","1"
"3.652584","6","0","1","110","0","1","0","0","0","0","0","0","1"
"3.652662","6","0","1","130","0","1","0","0","0","0","0","0","1"
"3.653960","6","0","1","122","0","1","0","0","0","1","0","0","1"
"3.654038","6","0","1","126","0","1","0","0","0","1","0","0","1"
"3.678248","6","0","1","1506","1400","27797","0","0","0","0","0","0","1"
"3.678589","6","0","1","1506","1400","27797","0","0","0","0","0","1","1"
"3.679349","6","0","1","1502","1400","27797","0","0","0","0","0","1","1"
